_addr,_desc,INC_DATE,lat,lng,elevation
510 E UNIVERSITY DR Tempe AZ 85281,"Area of Origin: Conduit, pipe, utility, or ventilation shaft
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 7.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 100.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Sprinkler, water flow detection
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 2.0",2023-08-24,33.4224163,-111.9320081,357.1146850585938
3326 S ELM ST Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Storage supplies, other
Type of Material: Multiple types of material
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Equipment Involved: Grill, hibachi, barbecue
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1260.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Box, carton, bag, basket, barrel
Type Material Contributing Most To Spread: Multiple types of material
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2023-08-25,33.3920898,-111.913668,361.3476867675781
3326 S ELM ST Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation",2023-08-25,33.3920898,-111.913668,361.3476867675781
3326 S ELM ST Tempe AZ 85282,"Number of Residential Units: 2.0
Area of Origin: Exterior balcony, unenclosed porch
Heat Source: Heat spread from another fire, other
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause, other
Factors Contributing To Ignition #1: Exposure fire",2023-08-25,33.3920898,-111.913668,361.3476867675781
701 W GROVE PKY Tempe AZ 85283,"Number of Residential Units: 2.0
Area of Origin: Duct: hvac, cable, exhaust, heating, or AC
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 600.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-08-26,33.3543962,-111.9486796,367.1976013183594
1330 W BASELINE RD Tempe AZ 85282,"On Site Materials #1: Undetermined
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Act of nature
Factors Contributing To Ignition #1: Undetermined
Structure Type: Structure type, other",2023-08-27,33.3792095,-111.959026,367.8075866699219
2425 S LOS FELIZ DR Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Structure Type: Structure type, other",2023-08-27,33.4028318,-111.9032054,363.5967102050781
1050 E CARVER RD Tempe AZ 85284,"Area of Origin: Duct: hvac, cable, exhaust, heating, or AC
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Worn out
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 40000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2023-08-29,33.3423214,-111.9226971,361.2275085449219
5835 S COUNTRY CLUB WAY Tempe AZ 85283,"Number of Residential Units: 1.0
Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Arcing
Item First Ignited: Insulation within structural area
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 0.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: None Present",2023-09-04,33.3691896,-111.899072,363.8793640136719
615 W ELLIOT RD Tempe AZ 85284,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Acres Burned: 0.0
On Site Materials #1: Accessories, other
Material Storage Use #1: Undetermined
Area of Origin: Vehicle area, other
Heat Source: Hot or smoldering object, other
Item First Ignited: Item First Ignited, Other
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Operational deficiency, other
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 19260.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Sprinkler, water flow detection
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Undetermined
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 2.0",2023-09-04,33.3487704,-111.9473564,366.5212097167969
615 W ELLIOT RD Tempe AZ 85284,"On Site Materials #1: Undetermined
Material Storage Use #1: Undetermined
Area of Origin: Engine area, running gear, wheel area
Heat Source: Chemical reaction
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Failure of equipment or heat source",2023-09-04,33.3487704,-111.9473564,366.5212097167969
1080 E GILBERT DR Tempe AZ 85281,"On Site Materials #1: Tires
Material Storage Use #1: Bulk storage or warehousing
Area of Origin: Vehicle area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-06,33.437665,-111.921854,356.5823974609375
2000 E RIO SALADO PKY Tempe AZ 85281,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Suppression Factors #1: Liquefied Petroleum (LPG) gas present
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 11000.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: None Present
AES Presence: None Present",2023-09-07,33.4340301,-111.9012876,359.336181640625
201 W HERMOSA DR Tempe AZ 85282,"Number of Residential Units: 224.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Bedroom - 5+ persons; including barrack/dormitory
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Decoration
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Lamp, lighting, other
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 20000.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Interior wall covering excluding drapes, etc.
Type Material Contributing Most To Spread: Paint, varnish - applied
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: None Present",2023-09-08,33.3871234,-111.942486,357.7351684570312
1020 E APACHE BLVD Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-08,33.4153973,-111.9236726,358.7487182617188
1604 E SOUTHERN AVE Tempe AZ 85282,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-09-09,33.3933697,-111.912432,361.7560729980469
7755 S AUTOPLEX LOOP Tempe AZ 85284,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-16,33.345985,-111.9675327,383.5301208496094
1006 E WARNER RD Tempe AZ 85284,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2023-09-17,33.3354855,-111.9273277,359.7135314941406
631 E WESLEYAN DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-17,33.3982976,-111.9284664,358.81494140625
60 W EL FREDA RD Tempe AZ 85284,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1806.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Unknown
Detector Operation: Undetermined
AES Presence: None Present",2023-09-22,33.3382757,-111.9389048,361.0851440429688
1831 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Heating room or area, water heater area
Heat Source: Heat from powered equipment, other
Item First Ignited: Appliance housing or casing
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 3500.0
Fire Origin (starting story): 3.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present",2023-09-22,33.4121428,-111.9071899,360.4539489746094
405 E SOUTHERN AVE Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Undetermined",2023-09-24,33.3925585,-111.9330722,358.9337158203125
655 S ASH AVE Tempe AZ 85281,"On Site Materials #1: Rubber
Area of Origin: Engine area, running gear, wheel area
Heat Source: Arcing
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-09-26,33.4236517,-111.9424214,354.6748046875
2428 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 50.0
Area of Origin: Laundry area, wash house (laundry)
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 20000.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2023-09-27,33.4151677,-111.8858708,366.7547302246094
1500 E BROADWAY RD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-27,33.4095262,-111.9125389,360.6048583984375
2050 W RIO SALADO PKY Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Heat from powered equipment, other
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-09-28,33.4300258,-111.9704109,347.76123046875
1350 W 14TH ST Tempe AZ 85281,"Number of Residential Units: 0.0
Not Residential Flag: True
Area of Origin: Other
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Multiple types of material
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Other factor contributed to ignition",2023-09-30,33.4133657,-111.9594724,350.9958190917969
1338 E REDFIELD RD Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Vehicle storage area; garage, carport
Heat Source: Fireworks
Item First Ignited: Decoration
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2200.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2023-10-01,33.3586448,-111.9172738,361.8516845703125
518 W LA DONNA DR Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Wall surface: exterior
Heat Source: Undetermined
Item First Ignited: Rubbish, trash, or waste
Type of Material: Plastic
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Other factor contributed to ignition
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1416.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-10-01,33.368203,-111.9468695,365.0592956542969
2145 E WARNER RD Tempe AZ 85284,"On Site Materials #1: Furnishings, other
Area of Origin: Other
Heat Source: Arcing
Item First Ignited: Appliance housing or casing
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-10-02,33.3343244,-111.8952619,362.380126953125
2145 E WARNER RD Tempe AZ 85284,"Not Residential Flag: True
Number of Buildings Involved: 1.0
Area of Origin: Office
Heat Source: Heat from powered equipment, other
Item First Ignited: Structural component or finish, other
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Equipment Involved: Refrigerator, refrigerator/freezer
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1700.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-10-02,33.3343244,-111.8952619,362.380126953125
1120 S CADY MALL Tempe AZ 85281,"Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Molten, hot material
Item First Ignited: Appliance housing or casing
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 10000.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present",2023-10-03,33.4172228,-111.9356162,356.0004272460938
7070 S RURAL RD Tempe AZ 85283,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Unintentional",2023-10-04,33.3560225,-111.9301816,360.7801208496094
840 S RURAL RD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation",2023-10-05,33.4210097,-111.9269826,358.3821716308594
7070 S RURAL RD Tempe AZ 85283,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Undetermined",2023-10-05,33.3560225,-111.9301816,360.7801208496094
508 S FARMER AVE Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Heat source: other
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-10-07,33.4250418,-111.9445759,353.5975952148438
102 W ALAMEDA DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Attic: vacant, crawl space above top story, cupola
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1400.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: None Present
AES Presence: None Present",2023-10-08,33.4003429,-111.9418641,355.7770690917969
525 E VETERANS WAY Tempe AZ 85281,"Not Residential Flag: True
Area of Origin: Cooking area, kitchen
Heat Source: Hot or smoldering object, other
Item First Ignited: Linen; other than bedding
Type of Material: Fabric, fiber, cotton, blends, rayon, wool
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 4500.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Unknown
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Undetermined",2023-10-09,33.4234366,-111.9320048,357.1231079101562
701 W RIO SALADO PKY Tempe AZ 85281,"Number of Residential Units: 250.0
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Equipment Involved: Stove, heating
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 2.0
Total Square Feet: 369013.0
Fire Origin (starting story): 3.0
Item Contributing Most to Spread: Cooking materials, including edible materials
Type Material Contributing Most To Spread: Cooking oil, transformer or lubricating oil
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate",2023-10-11,33.4298635,-111.9499238,352.8995056152344
421 E MCKINLEY ST Tempe AZ 85281,"Number of Residential Units: 1.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1092.0
Fire Origin (starting story): 1.0
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Undetermined
AES Presence: None Present",2023-10-19,33.4560463,-111.9322347,375.2494812011719
101 E MCKINLEY ST Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-10-24,33.455953,-111.9375352,379.3131713867188
1028 E ORANGE ST Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-10-25,33.4183417,-111.923003,358.3863830566406
121 E SANTA CRUZ DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Dining room, cafeteria bar area, beverage service
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 2148.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: None Present
AES Presence: None Present",2023-10-27,33.387013,-111.9372846,358.6651000976562
4649 S BECK AVE Tempe AZ 85282,"Area of Origin: Vehicle storage area; garage, carport
Heat Source: Backfire from internal combustion engine
Item First Ignited: Flammable liquid/gas - in/from engine or burner
Type of Material: Gasoline
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-10-28,33.3824618,-111.9557667,362.29443359375
3207 S WILSON ST Tempe AZ 85282,"On Site Materials #1: Personal & home products, other
Material Storage Use #1: Bulk storage or warehousing
Area of Origin: Cargo/trunk area - all vehicles
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-10-28,33.3944596,-111.9444769,356.6787719726562
1250 W GROVE PKY Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Equipment Involved: Range, stove with/without oven, cooking surface
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 15000.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Cooking materials, including edible materials
Type Material Contributing Most To Spread: Cooking oil, transformer or lubricating oil
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Multiple detectors and power supplies
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate
Number of Sprinklers Operating: 0.0",2023-10-29,33.3530756,-111.9610868,376.8231201171875
2323 E APACHE BLVD Tempe AZ 85281,"Area of Origin: Open area - outside; included are farmland, field
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Multiple types of material
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Other factor contributed to ignition
Human Factors #6: Multiple persons involved",2023-10-29,33.4116043,-111.8893738,366.3414611816406
1400 S MCCLINTOCK DR Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-11-01,33.4134107,-111.9100883,360.8166809082031
1800 E LIBRA DR Tempe AZ 85283,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-11-01,33.3657659,-111.9104882,362.5979919433594
1214 S WILSON ST Tempe AZ 85281,"Number of Residential Units: 1.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-11-06,33.415466,-111.9460131,352.9020080566406
2528 W SOUTHERN AVE Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation",2023-11-06,33.3933567,-111.9753954,354.0359802246094
2323 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 0.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-11-07,33.4116043,-111.8893738,366.3414611816406
7701 S BONARDEN LN Tempe AZ 85284,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Equipment Involved: Coffee maker or teapot
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1200.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Cabinetry (including built-in)
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Failed to Operate
Detector Failure Reason: Undetermined
AES Presence: None Present",2023-11-07,33.3481884,-111.925444,360.7052917480469
2095 W 15TH ST Tempe AZ 85281,"Not Residential Flag: True
Number of Buildings Involved: 1.0
On Site Materials #1: On-site materials, other
Material Storage Use #1: Repair or service
Area of Origin: Function area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 11176.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Undetermined
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-11-08,33.411917,-111.9709298,349.7481994628906
