_addr,_desc,INC_DATE,lat,lng
701 W GROVE PKY Tempe AZ 85283,"Number of Residential Units: 2.0
Area of Origin: Duct: hvac, cable, exhaust, heating, or AC
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 600.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-08-26,33.3543962,-111.9486796
1330 W BASELINE RD Tempe AZ 85282,"On Site Materials #1: Undetermined
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Act of nature
Factors Contributing To Ignition #1: Undetermined
Structure Type: Structure type, other",2023-08-27,33.3792095,-111.959026
2425 S LOS FELIZ DR Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Structure Type: Structure type, other",2023-08-27,33.4028318,-111.9032054
1050 E CARVER RD Tempe AZ 85284,"Area of Origin: Duct: hvac, cable, exhaust, heating, or AC
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Worn out
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 40000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2023-08-29,33.3423214,-111.9226971
5835 S COUNTRY CLUB WAY Tempe AZ 85283,"Number of Residential Units: 1.0
Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Arcing
Item First Ignited: Insulation within structural area
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 0.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: None Present",2023-09-04,33.3691896,-111.899072
615 W ELLIOT RD Tempe AZ 85284,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Acres Burned: 0.0
On Site Materials #1: Accessories, other
Material Storage Use #1: Undetermined
Area of Origin: Vehicle area, other
Heat Source: Hot or smoldering object, other
Item First Ignited: Item First Ignited, Other
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Operational deficiency, other
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 19260.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Sprinkler, water flow detection
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Undetermined
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 2.0",2023-09-04,33.3487704,-111.9473564
615 W ELLIOT RD Tempe AZ 85284,"On Site Materials #1: Undetermined
Material Storage Use #1: Undetermined
Area of Origin: Engine area, running gear, wheel area
Heat Source: Chemical reaction
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Failure of equipment or heat source",2023-09-04,33.3487704,-111.9473564
1080 E GILBERT DR Tempe AZ 85281,"On Site Materials #1: Tires
Material Storage Use #1: Bulk storage or warehousing
Area of Origin: Vehicle area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-06,33.437665,-111.921854
2000 E RIO SALADO PKY Tempe AZ 85281,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Suppression Factors #1: Liquefied Petroleum (LPG) gas present
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 11000.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: None Present
AES Presence: None Present",2023-09-07,33.4340301,-111.9012876
201 W HERMOSA DR Tempe AZ 85282,"Number of Residential Units: 224.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Bedroom - 5+ persons; including barrack/dormitory
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Decoration
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Lamp, lighting, other
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 20000.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Interior wall covering excluding drapes, etc.
Type Material Contributing Most To Spread: Paint, varnish - applied
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: None Present",2023-09-08,33.3871234,-111.942486
1020 E APACHE BLVD Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-08,33.4153973,-111.9236726
1604 E SOUTHERN AVE Tempe AZ 85282,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-09-09,33.3933697,-111.912432
7755 S AUTOPLEX LOOP Tempe AZ 85284,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-16,33.345985,-111.9675327
1006 E WARNER RD Tempe AZ 85284,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2023-09-17,33.3354855,-111.9273277
631 E WESLEYAN DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-17,33.3982976,-111.9284664
60 W EL FREDA RD Tempe AZ 85284,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1806.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Unknown
Detector Operation: Undetermined
AES Presence: None Present",2023-09-22,33.3382757,-111.9389048
1831 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Heating room or area, water heater area
Heat Source: Heat from powered equipment, other
Item First Ignited: Appliance housing or casing
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 3500.0
Fire Origin (starting story): 3.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present",2023-09-22,33.4121428,-111.9071899
405 E SOUTHERN AVE Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Undetermined",2023-09-24,33.3925585,-111.9330722
655 S ASH AVE Tempe AZ 85281,"On Site Materials #1: Rubber
Area of Origin: Engine area, running gear, wheel area
Heat Source: Arcing
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-09-26,33.4236517,-111.9424214
2428 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 50.0
Area of Origin: Laundry area, wash house (laundry)
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 20000.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2023-09-27,33.4151677,-111.8858708
1500 E BROADWAY RD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-09-27,33.4095262,-111.9125389
2050 W RIO SALADO PKY Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Heat from powered equipment, other
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-09-28,33.4300258,-111.9704109
1350 W 14TH ST Tempe AZ 85281,"Number of Residential Units: 0.0
Not Residential Flag: True
Area of Origin: Other
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Multiple types of material
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Other factor contributed to ignition",2023-09-30,33.4133657,-111.9594724
1338 E REDFIELD RD Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Vehicle storage area; garage, carport
Heat Source: Fireworks
Item First Ignited: Decoration
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2200.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2023-10-01,33.3586448,-111.9172738
518 W LA DONNA DR Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Wall surface: exterior
Heat Source: Undetermined
Item First Ignited: Rubbish, trash, or waste
Type of Material: Plastic
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Other factor contributed to ignition
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1416.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-10-01,33.368203,-111.9468695
2145 E WARNER RD Tempe AZ 85284,"On Site Materials #1: Furnishings, other
Area of Origin: Other
Heat Source: Arcing
Item First Ignited: Appliance housing or casing
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-10-02,33.3343244,-111.8952619
2145 E WARNER RD Tempe AZ 85284,"Not Residential Flag: True
Number of Buildings Involved: 1.0
Area of Origin: Office
Heat Source: Heat from powered equipment, other
Item First Ignited: Structural component or finish, other
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Equipment Involved: Refrigerator, refrigerator/freezer
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1700.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-10-02,33.3343244,-111.8952619
1120 S CADY MALL Tempe AZ 85281,"Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Molten, hot material
Item First Ignited: Appliance housing or casing
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 10000.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present",2023-10-03,33.4172228,-111.9356162
7070 S RURAL RD Tempe AZ 85283,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Unintentional",2023-10-04,33.3560225,-111.9301816
840 S RURAL RD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation",2023-10-05,33.4210097,-111.9269826
7070 S RURAL RD Tempe AZ 85283,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Undetermined",2023-10-05,33.3560225,-111.9301816
508 S FARMER AVE Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Heat source: other
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-10-07,33.4250418,-111.9445759
102 W ALAMEDA DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Attic: vacant, crawl space above top story, cupola
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1400.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: None Present
AES Presence: None Present",2023-10-08,33.4003429,-111.9418641
525 E VETERANS WAY Tempe AZ 85281,"Not Residential Flag: True
Area of Origin: Cooking area, kitchen
Heat Source: Hot or smoldering object, other
Item First Ignited: Linen; other than bedding
Type of Material: Fabric, fiber, cotton, blends, rayon, wool
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 4500.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Unknown
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Undetermined",2023-10-09,33.4234366,-111.9320048
701 W RIO SALADO PKY Tempe AZ 85281,"Number of Residential Units: 250.0
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Equipment Involved: Stove, heating
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 2.0
Total Square Feet: 369013.0
Fire Origin (starting story): 3.0
Item Contributing Most to Spread: Cooking materials, including edible materials
Type Material Contributing Most To Spread: Cooking oil, transformer or lubricating oil
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate",2023-10-11,33.4298635,-111.9499238
421 E MCKINLEY ST Tempe AZ 85281,"Number of Residential Units: 1.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1092.0
Fire Origin (starting story): 1.0
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Undetermined
AES Presence: None Present",2023-10-19,33.4560463,-111.9322347
101 E MCKINLEY ST Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-10-24,33.455953,-111.9375352
1028 E ORANGE ST Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-10-25,33.4183417,-111.923003
121 E SANTA CRUZ DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Dining room, cafeteria bar area, beverage service
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 2148.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: None Present
AES Presence: None Present",2023-10-27,33.387013,-111.9372846
4649 S BECK AVE Tempe AZ 85282,"Area of Origin: Vehicle storage area; garage, carport
Heat Source: Backfire from internal combustion engine
Item First Ignited: Flammable liquid/gas - in/from engine or burner
Type of Material: Gasoline
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2023-10-28,33.3824618,-111.9557667
3207 S WILSON ST Tempe AZ 85282,"On Site Materials #1: Personal & home products, other
Material Storage Use #1: Bulk storage or warehousing
Area of Origin: Cargo/trunk area - all vehicles
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-10-28,33.3944596,-111.9444769
1250 W GROVE PKY Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Equipment Involved: Range, stove with/without oven, cooking surface
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 15000.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Cooking materials, including edible materials
Type Material Contributing Most To Spread: Cooking oil, transformer or lubricating oil
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Multiple detectors and power supplies
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate
Number of Sprinklers Operating: 0.0",2023-10-29,33.3530756,-111.9610868
2323 E APACHE BLVD Tempe AZ 85281,"Area of Origin: Open area - outside; included are farmland, field
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Multiple types of material
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Other factor contributed to ignition
Human Factors #6: Multiple persons involved",2023-10-29,33.4116043,-111.8893738
1400 S MCCLINTOCK DR Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-11-01,33.4134107,-111.9100883
1800 E LIBRA DR Tempe AZ 85283,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-11-01,33.3657659,-111.9104882
1214 S WILSON ST Tempe AZ 85281,"Number of Residential Units: 1.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-11-06,33.415466,-111.9460131
2528 W SOUTHERN AVE Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation",2023-11-06,33.3933567,-111.9753954
2323 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 0.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-11-07,33.4116043,-111.8893738
7701 S BONARDEN LN Tempe AZ 85284,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Equipment Involved: Coffee maker or teapot
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1200.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Cabinetry (including built-in)
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Failed to Operate
Detector Failure Reason: Undetermined
AES Presence: None Present",2023-11-07,33.3481884,-111.925444
2095 W 15TH ST Tempe AZ 85281,"Not Residential Flag: True
Number of Buildings Involved: 1.0
On Site Materials #1: On-site materials, other
Material Storage Use #1: Repair or service
Area of Origin: Function area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 11176.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Undetermined
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-11-08,33.411917,-111.9709298
1830 E SECRETARIAT DR Tempe AZ 85284,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Vehicle storage area; garage, carport
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Equipment Involved: Battery
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1391.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Undetermined
AES Presence: None Present",2023-11-08,33.344948,-111.9090457
443 W BOLERO DR Tempe AZ 85284,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1500.0
Fire Origin (starting story): 1.0
Detector Presence: None Present
AES Presence: None Present",2023-11-08,33.3369514,-111.9442612
1046 W WESTCHESTER AVE Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Acres Burned: 0.0
Area of Origin: Function area, other
Heat Source: Hot or smoldering object, other
Item First Ignited: Flammable liquid/gas - in/from final container
Type of Material: Flammable or combustible liquid, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Equipment Involved: Other equipment involved in ignition
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1551.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: None Present",2023-11-09,33.366922,-111.956159
420 S MILL AVE Tempe AZ 85281,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Acres Burned: 0.0
Area of Origin: Assembly or sales area, other
Heat Source: Chemical reaction
Item First Ignited: Oily rags
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Material compounded with oil, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Improper container or storage
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: Under major renovation
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 8400.0
Fire Origin (starting story): 3.0
Detector Presence: Undetermined
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-11-09,33.4256515,-111.940197
